 ,chunk,ID,X (pixels),Y (pixels),Radius (pixels),Score,nCircles,Resolution,Frame (slice #),Method
1068,0,383,1489,1986,8,0.524,890,233,1,Full
1069,0,384,347,91,7,0.524,890,233,1,Full
1070,0,385,1193,55,6,0.524,890,233,1,Full
1071,0,386,328,128,6,0.524,890,233,1,Full
1072,0,387,1516,200,7,0.524,890,233,1,Full
1073,0,388,918,256,6,0.524,890,233,1,Full
1074,0,389,42,217,7,0.524,890,233,1,Full
1075,0,390,1462,241,7,0.524,890,233,1,Full
1076,0,391,1876,576,7,0.524,890,233,1,Full
1077,0,392,353,711,7,0.524,890,233,1,Full
1078,0,393,583,1141,7,0.524,890,233,1,Full
1079,0,394,924,299,6,0.524,890,233,1,Full
1080,0,395,638,466,6,0.524,890,233,1,Full
1081,0,396,47,478,6,0.524,890,233,1,Full
1082,0,397,557,566,6,0.524,890,233,1,Full
1083,0,398,1808,1353,7,0.524,890,233,1,Full
1084,0,399,1042,687,6,0.524,890,233,1,Full
1085,0,400,939,699,6,0.524,890,233,1,Full
1086,0,401,858,1363,7,0.524,890,233,1,Full
1087,0,402,1268,1377,7,0.524,890,233,1,Full
1088,0,403,13,887,6,0.524,890,233,1,Full
1089,0,404,1836,1195,6,0.524,890,233,1,Full
1090,0,405,1274,1201,6,0.524,890,233,1,Full
1091,0,406,822,1447,7,0.524,890,233,1,Full
1092,0,407,1913,1201,6,0.524,890,233,1,Full
1093,0,408,1269,1295,6,0.524,890,233,1,Full
1094,0,409,29,1307,6,0.524,890,233,1,Full
1095,0,410,1489,1447,7,0.524,890,233,1,Full
1096,0,411,916,1415,6,0.524,890,233,1,Full
1097,0,412,415,1420,6,0.524,890,233,1,Full
1098,0,413,1375,1533,7,0.524,890,233,1,Full
1099,0,414,286,1441,6,0.524,890,233,1,Full
1100,0,415,143,1608,7,0.524,890,233,1,Full
1101,0,416,1287,1674,7,0.524,890,233,1,Full
1102,0,417,1670,1454,6,0.524,890,233,1,Full
1103,0,418,486,1797,7,0.524,890,233,1,Full
1104,0,419,380,1904,7,0.524,890,233,1,Full
1105,0,420,1878,1940,7,0.524,890,233,1,Full
1106,0,421,1000,1957,7,0.524,890,233,1,Full
1107,0,422,1193,1457,6,0.524,890,233,1,Full
1108,0,423,945,1549,6,0.524,890,233,1,Full
1109,0,424,1498,1706,6,0.524,890,233,1,Full
1110,0,425,718,1797,6,0.524,890,233,1,Full
1111,0,426,601,2011,7,0.524,890,233,1,Full
1112,0,427,986,1837,6,0.524,890,233,1,Full
1113,0,428,1265,1993,6,0.524,890,233,1,Full
1114,0,429,1739,684,8,0.519,890,233,1,Full
1115,0,430,1710,1248,11,0.519,890,233,1,Full
1116,0,431,186,90,7,0.519,890,233,1,Full
1117,0,432,1474,116,7,0.519,890,233,1,Full
1118,0,433,1417,59,12,0.519,890,233,1,Full
1119,0,434,1876,8,6,0.519,890,233,1,Full
1120,0,435,206,1683,8,0.519,890,233,1,Full
1121,0,436,534,1826,8,0.519,890,233,1,Full
1122,0,437,773,43,6,0.519,890,233,1,Full
1123,0,438,104,81,6,0.519,890,233,1,Full
1124,0,439,67,99,6,0.519,890,233,1,Full
1125,0,440,289,124,6,0.519,890,233,1,Full
1126,0,441,1076,212,7,0.519,890,233,1,Full
1127,0,442,1049,229,7,0.519,890,233,1,Full
1128,0,443,808,637,7,0.519,890,233,1,Full
1129,0,444,1852,233,6,0.519,890,233,1,Full
1130,0,445,1048,284,6,0.519,890,233,1,Full
1131,0,446,1599,775,7,0.519,890,233,1,Full
1132,0,447,949,1226,7,0.519,890,233,1,Full
1133,0,448,1342,1314,7,0.519,890,233,1,Full
1134,0,449,1460,1359,7,0.519,890,233,1,Full
1135,0,450,364,1503,7,0.519,890,233,1,Full
1136,0,451,1413,291,6,0.519,890,233,1,Full
1137,0,452,717,324,6,0.519,890,233,1,Full
1138,0,453,253,1595,7,0.519,890,233,1,Full
1139,0,454,1681,1730,7,0.519,890,233,1,Full
1140,0,455,1954,387,6,0.519,890,233,1,Full
1141,0,456,948,1733,7,0.519,890,233,1,Full
1142,0,457,1256,1757,7,0.519,890,233,1,Full
1143,0,458,1919,1884,7,0.519,890,233,1,Full
1144,0,459,858,486,6,0.519,890,233,1,Full
1145,0,460,838,495,6,0.519,890,233,1,Full
1146,0,461,1893,1938,7,0.519,890,233,1,Full
1147,0,462,1921,555,6,0.519,890,233,1,Full
1148,0,463,1750,678,6,0.519,890,233,1,Full
1149,0,464,1730,691,6,0.519,890,233,1,Full
1150,0,465,914,765,6,0.519,890,233,1,Full
1151,0,466,431,944,6,0.519,890,233,1,Full
1152,0,467,1792,1062,6,0.519,890,233,1,Full
1153,0,468,1962,1062,6,0.519,890,233,1,Full
1154,0,469,1733,1075,6,0.519,890,233,1,Full
1155,0,470,142,1113,6,0.519,890,233,1,Full
1156,0,471,2032,1157,6,0.519,890,233,1,Full
1157,0,472,1315,1161,6,0.519,890,233,1,Full
1158,0,473,1088,1215,6,0.519,890,233,1,Full
1159,0,474,1608,1226,6,0.519,890,233,1,Full
1160,0,475,1075,1261,6,0.519,890,233,1,Full
1161,0,476,996,1267,6,0.519,890,233,1,Full
1162,0,477,846,1278,6,0.519,890,233,1,Full
1163,0,478,1923,1305,6,0.519,890,233,1,Full
1164,0,479,1816,1374,6,0.519,890,233,1,Full
1165,0,480,1554,1377,6,0.519,890,233,1,Full
1166,0,481,798,1492,6,0.519,890,233,1,Full
1167,0,482,2021,1591,6,0.519,890,233,1,Full
1168,0,483,1356,1608,6,0.519,890,233,1,Full
1169,0,484,583,1612,6,0.519,890,233,1,Full
1170,0,485,1623,1618,6,0.519,890,233,1,Full
1171,0,486,869,1621,6,0.519,890,233,1,Full
1172,0,487,1496,1803,6,0.519,890,233,1,Full
1173,0,488,1419,1837,6,0.519,890,233,1,Full
1174,0,489,941,1846,6,0.519,890,233,1,Full
1175,0,490,898,1864,6,0.519,890,233,1,Full
1176,0,491,1991,1901,6,0.519,890,233,1,Full
1177,0,492,1049,1964,6,0.519,890,233,1,Full
1178,0,493,205,1980,6,0.519,890,233,1,Full
1179,0,494,422,1985,6,0.519,890,233,1,Full
1180,0,495,1840,2040,6,0.519,890,233,1,Full
1181,0,496,86,41,7,0.515,890,233,1,Full
1182,0,497,1754,46,7,0.515,890,233,1,Full
1183,0,498,645,132,8,0.515,890,233,1,Full
1184,0,499,1028,57,7,0.515,890,233,1,Full
1185,0,500,518,727,9,0.515,890,233,1,Full
1186,0,501,672,20,6,0.515,890,233,1,Full
1187,0,502,1909,942,8,0.515,890,233,1,Full
1188,0,503,691,59,6,0.515,890,233,1,Full
1189,0,504,1740,1526,8,0.515,890,233,1,Full
1190,0,505,850,1967,8,0.515,890,233,1,Full
1191,0,506,135,91,6,0.515,890,233,1,Full
1192,0,507,1928,1623,9,0.515,890,233,1,Full
1193,0,508,1838,2010,8,0.515,890,233,1,Full
1194,0,509,983,2034,8,0.515,890,233,1,Full
1195,0,510,482,136,6,0.515,890,233,1,Full
1196,0,511,532,162,6,0.515,890,233,1,Full
1197,0,512,1123,59,7,0.515,890,233,1,Full
1198,0,513,568,429,7,0.515,890,233,1,Full
1199,0,514,1307,233,6,0.515,890,233,1,Full
1200,0,515,169,146,10,0.515,890,233,1,Full
1201,0,516,671,240,6,0.515,890,233,1,Full
1202,0,517,256,430,10,0.515,890,233,1,Full
1203,0,518,1388,443,7,0.515,890,233,1,Full
1204,0,519,1336,493,7,0.515,890,233,1,Full
1205,0,520,946,278,6,0.515,890,233,1,Full
1206,0,521,1831,604,7,0.515,890,233,1,Full
1207,0,522,1800,621,7,0.515,890,233,1,Full
1208,0,523,148,653,7,0.515,890,233,1,Full
1209,0,524,1312,753,7,0.515,890,233,1,Full
1210,0,525,2036,1138,7,0.515,890,233,1,Full
1211,0,526,524,433,6,0.515,890,233,1,Full
1212,0,527,1831,446,6,0.515,890,233,1,Full
1213,0,528,1365,1159,7,0.515,890,233,1,Full
1214,0,529,2013,1171,7,0.515,890,233,1,Full
1215,0,530,1692,1247,7,0.515,890,233,1,Full
1216,0,531,740,531,6,0.515,890,233,1,Full
1217,0,532,884,553,6,0.515,890,233,1,Full
1218,0,533,1075,955,6,0.515,890,233,1,Full
1219,0,534,1475,1288,7,0.515,890,233,1,Full
1220,0,535,43,1399,7,0.515,890,233,1,Full
1221,0,536,1084,1067,6,0.515,890,233,1,Full
1222,0,537,57,1104,6,0.515,890,233,1,Full
1223,0,538,984,1127,6,0.515,890,233,1,Full
1224,0,539,1728,1491,7,0.515,890,233,1,Full
1225,0,540,1309,1171,6,0.515,890,233,1,Full
1226,0,541,1270,1604,7,0.515,890,233,1,Full
1227,0,542,879,1184,6,0.515,890,233,1,Full
1228,0,543,1736,1248,6,0.515,890,233,1,Full
1229,0,544,1834,1265,6,0.515,890,233,1,Full
1230,0,545,1769,1288,6,0.515,890,233,1,Full
1231,0,546,2034,1674,7,0.515,890,233,1,Full
1232,0,547,1171,1715,7,0.515,890,233,1,Full
1233,0,548,1807,1816,7,0.515,890,233,1,Full
1234,0,549,1853,1307,6,0.515,890,233,1,Full
1235,0,550,545,1884,7,0.515,890,233,1,Full
1236,0,551,976,1392,6,0.515,890,233,1,Full
1237,0,552,872,1885,7,0.515,890,233,1,Full
1238,0,553,1403,1896,7,0.515,890,233,1,Full
1239,0,554,1376,1906,7,0.515,890,233,1,Full
1240,0,555,1569,1398,6,0.515,890,233,1,Full
1241,0,556,59,2022,7,0.515,890,233,1,Full
1242,0,557,1410,1411,6,0.515,890,233,1,Full
1243,0,558,26,1449,6,0.515,890,233,1,Full
1244,0,559,491,1514,6,0.515,890,233,1,Full
1245,0,560,1738,1536,6,0.515,890,233,1,Full
1246,0,561,950,1577,6,0.515,890,233,1,Full
1247,0,562,933,1583,6,0.515,890,233,1,Full
1248,0,563,577,1611,6,0.515,890,233,1,Full
1249,0,564,613,1651,6,0.515,890,233,1,Full
1250,0,565,1405,1670,6,0.515,890,233,1,Full
1251,0,566,1051,1728,6,0.515,890,233,1,Full
1252,0,567,72,1729,6,0.515,890,233,1,Full
1253,0,568,647,1801,6,0.515,890,233,1,Full
1254,0,569,1898,1822,6,0.515,890,233,1,Full
1255,0,570,994,1848,6,0.515,890,233,1,Full
1256,0,571,86,1867,6,0.515,890,233,1,Full
1257,0,572,1281,1870,6,0.515,890,233,1,Full
1258,0,573,510,1889,6,0.515,890,233,1,Full
1259,0,574,1675,1893,6,0.515,890,233,1,Full
1260,0,575,1628,1923,6,0.515,890,233,1,Full
1261,0,576,344,1971,6,0.515,890,233,1,Full
1262,0,577,1133,1973,6,0.515,890,233,1,Full
1263,0,578,546,512,8,0.511,890,233,1,Full
1264,0,579,265,41,6,0.511,890,233,1,Full
1265,0,580,333,21,7,0.511,890,233,1,Full
1266,0,581,644,70,6,0.511,890,233,1,Full
1267,0,582,1100,71,6,0.511,890,233,1,Full
1268,0,583,1084,580,9,0.511,890,233,1,Full
1269,0,584,1159,560,8,0.511,890,233,1,Full
1270,0,585,303,1118,8,0.511,890,233,1,Full
1271,0,586,555,175,7,0.511,890,233,1,Full
1272,0,587,95,131,6,0.511,890,233,1,Full
1273,0,588,1337,1546,8,0.511,890,233,1,Full
1274,0,589,1066,181,7,0.511,890,233,1,Full
1275,0,590,1171,1788,11,0.511,890,233,1,Full
1276,0,591,1795,132,6,0.511,890,233,1,Full
1277,0,592,1709,455,7,0.511,890,233,1,Full
1278,0,593,666,1672,8,0.511,890,233,1,Full
1279,0,594,963,470,7,0.511,890,233,1,Full
1280,0,595,1039,171,6,0.511,890,233,1,Full
1281,0,596,396,1947,8,0.511,890,233,1,Full
1282,0,597,1319,383,6,0.511,890,233,1,Full
1283,0,598,2021,1961,8,0.511,890,233,1,Full
1284,0,599,581,1969,8,0.511,890,233,1,Full
1285,0,600,1351,384,6,0.511,890,233,1,Full
1286,0,601,1569,1969,8,0.511,890,233,1,Full
1287,0,602,1876,459,6,0.511,890,233,1,Full
1288,0,603,204,478,7,0.511,890,233,1,Full
1289,0,604,229,88,10,0.511,890,233,1,Full
1290,0,605,1868,792,7,0.511,890,233,1,Full
1291,0,606,1320,841,7,0.511,890,233,1,Full
1292,0,607,1763,1045,7,0.511,890,233,1,Full
1293,0,608,1492,286,10,0.511,890,233,1,Full
1294,0,609,1272,1151,7,0.511,890,233,1,Full
1295,0,610,1362,1454,7,0.511,890,233,1,Full
1296,0,611,1268,1819,10,0.511,890,233,1,Full
1297,0,612,1196,1466,7,0.511,890,233,1,Full
1298,0,613,878,480,6,0.511,890,233,1,Full
1299,0,614,90,506,6,0.511,890,233,1,Full
1300,0,615,1951,1518,7,0.511,890,233,1,Full
1301,0,616,575,545,6,0.511,890,233,1,Full
1302,0,617,1312,601,6,0.511,890,233,1,Full
1303,0,618,1917,737,6,0.511,890,233,1,Full
1304,0,619,1573,739,6,0.511,890,233,1,Full
1305,0,620,257,1616,7,0.511,890,233,1,Full
1306,0,621,1463,1752,7,0.511,890,233,1,Full
1307,0,622,1998,1839,7,0.511,890,233,1,Full
1308,0,623,882,759,6,0.511,890,233,1,Full
1309,0,624,840,951,6,0.511,890,233,1,Full
1310,0,625,401,1065,6,0.511,890,233,1,Full
1311,0,626,486,1925,7,0.511,890,233,1,Full
1312,0,627,650,1065,6,0.511,890,233,1,Full
1313,0,628,465,1982,7,0.511,890,233,1,Full
1314,0,629,754,2004,7,0.511,890,233,1,Full
1315,0,630,1221,2011,7,0.511,890,233,1,Full
1316,0,631,1814,1084,6,0.511,890,233,1,Full
1317,0,632,1581,1124,6,0.511,890,233,1,Full
1318,0,633,1286,2013,7,0.511,890,233,1,Full
1319,0,634,1740,2021,7,0.511,890,233,1,Full
1320,0,635,1938,1164,6,0.511,890,233,1,Full
1321,0,636,1835,1172,6,0.511,890,233,1,Full
1322,0,637,21,1207,6,0.511,890,233,1,Full
1323,0,638,836,1264,6,0.511,890,233,1,Full
1324,0,639,2026,1291,6,0.511,890,233,1,Full
1325,0,640,1409,1299,6,0.511,890,233,1,Full
1326,0,641,807,1452,6,0.511,890,233,1,Full
1327,0,642,92,1484,6,0.511,890,233,1,Full
1328,0,643,200,1488,6,0.511,890,233,1,Full
1329,0,644,706,1494,6,0.511,890,233,1,Full
1330,0,645,2029,1524,6,0.511,890,233,1,Full
1331,0,646,1326,1575,6,0.511,890,233,1,Full
1332,0,647,1944,1649,6,0.511,890,233,1,Full
1333,0,648,686,1662,6,0.511,890,233,1,Full
1334,0,649,1854,1702,6,0.511,890,233,1,Full
1335,0,650,945,1710,6,0.511,890,233,1,Full
1336,0,651,1275,1743,6,0.511,890,233,1,Full
1337,0,652,68,1825,6,0.511,890,233,1,Full
1338,0,653,20,1827,6,0.511,890,233,1,Full
1339,0,654,2010,1841,6,0.511,890,233,1,Full
1340,0,655,990,1869,6,0.511,890,233,1,Full
1341,0,656,696,1877,6,0.511,890,233,1,Full
1342,0,657,603,2003,6,0.511,890,233,1,Full
1343,0,658,1186,2034,6,0.511,890,233,1,Full
1344,0,659,939,19,6,0.506,890,233,1,Full
1345,0,660,1897,605,9,0.506,890,233,1,Full
1346,0,661,1037,240,8,0.506,890,233,1,Full
1347,0,662,623,59,7,0.506,890,233,1,Full
1348,0,663,413,27,6,0.506,890,233,1,Full
1349,0,664,1189,374,8,0.506,890,233,1,Full
1350,0,665,375,414,8,0.506,890,233,1,Full
1351,0,666,276,606,9,0.506,890,233,1,Full
1352,0,667,719,2015,9,0.506,890,233,1,Full
1353,0,668,1793,43,6,0.506,890,233,1,Full
1354,0,669,1503,704,8,0.506,890,233,1,Full
1355,0,670,689,114,6,0.506,890,233,1,Full
1356,0,671,64,128,6,0.506,890,233,1,Full
1357,0,672,1452,87,7,0.506,890,233,1,Full
1358,0,673,1259,1631,11,0.506,890,233,1,Full
1359,0,674,158,1066,8,0.506,890,233,1,Full
1360,0,675,1357,1068,8,0.506,890,233,1,Full
1361,0,676,1078,195,7,0.506,890,233,1,Full
1362,0,677,858,278,7,0.506,890,233,1,Full
1363,0,678,1930,338,7,0.506,890,233,1,Full
1364,0,679,1058,137,6,0.506,890,233,1,Full
1365,0,680,2016,1179,8,0.506,890,233,1,Full
1366,0,681,1033,153,6,0.506,890,233,1,Full
1367,0,682,931,352,7,0.506,890,233,1,Full
1368,0,683,755,475,7,0.506,890,233,1,Full
1369,0,684,1637,193,6,0.506,890,233,1,Full
1370,0,685,894,1215,8,0.506,890,233,1,Full
1371,0,686,1327,483,7,0.506,890,233,1,Full
1372,0,687,1839,1353,8,0.506,890,233,1,Full
1373,0,688,1181,554,7,0.506,890,233,1,Full
1374,0,689,1550,2008,8,0.506,890,233,1,Full
1375,0,690,1676,583,7,0.506,890,233,1,Full
1376,0,691,1542,640,7,0.506,890,233,1,Full
1377,0,692,299,995,7,0.506,890,233,1,Full
1378,0,693,1540,277,6,0.506,890,233,1,Full
1379,0,694,903,289,6,0.506,890,233,1,Full
1380,0,695,984,1035,7,0.506,890,233,1,Full
1381,0,696,808,316,6,0.506,890,233,1,Full
1382,0,697,1882,1038,7,0.506,890,233,1,Full
1383,0,698,391,2036,8,0.506,890,233,1,Full
1384,0,699,1912,1321,7,0.506,890,233,1,Full
1385,0,700,2001,345,6,0.506,890,233,1,Full
1386,0,701,1445,1411,7,0.506,890,233,1,Full
1387,0,702,583,1418,7,0.506,890,233,1,Full
1388,0,703,1760,397,6,0.506,890,233,1,Full
1389,0,704,1148,467,6,0.506,890,233,1,Full
1390,0,705,1838,522,6,0.506,890,233,1,Full
1391,0,706,1576,1431,7,0.506,890,233,1,Full
1392,0,707,277,539,6,0.506,890,233,1,Full
1393,0,708,959,1718,7,0.506,890,233,1,Full
1394,0,709,1084,550,6,0.506,890,233,1,Full
1395,0,710,1065,1729,7,0.506,890,233,1,Full
1396,0,711,51,1814,7,0.506,890,233,1,Full
1397,0,712,1528,555,6,0.506,890,233,1,Full
1398,0,713,1696,1818,7,0.506,890,233,1,Full
1399,0,714,664,610,6,0.506,890,233,1,Full
1400,0,715,1460,1838,7,0.506,890,233,1,Full
1401,0,716,668,1841,7,0.506,890,233,1,Full
1402,0,717,115,663,6,0.506,890,233,1,Full
1403,0,718,477,1846,7,0.506,890,233,1,Full
1404,0,719,1176,780,6,0.506,890,233,1,Full
1405,0,720,1465,1880,7,0.506,890,233,1,Full
1406,0,721,926,1886,7,0.506,890,233,1,Full
1407,0,722,1352,832,6,0.506,890,233,1,Full
1408,0,723,1047,1898,7,0.506,890,233,1,Full
1409,0,724,1818,887,6,0.506,890,233,1,Full
1410,0,725,560,954,6,0.506,890,233,1,Full
1411,0,726,56,2010,7,0.506,890,233,1,Full
1412,0,727,495,1042,6,0.506,890,233,1,Full
1413,0,728,776,1076,6,0.506,890,233,1,Full
1414,0,729,1251,1118,6,0.506,890,233,1,Full
1415,0,730,638,78,10,0.506,890,233,1,Full
1416,0,731,1433,599,10,0.506,890,233,1,Full
1417,0,732,194,1170,6,0.506,890,233,1,Full
1418,0,733,2034,1029,10,0.506,890,233,1,Full
1419,0,734,1607,1186,6,0.506,890,233,1,Full
1420,0,735,1202,1187,6,0.506,890,233,1,Full
1421,0,736,1308,1598,10,0.506,890,233,1,Full
1422,0,737,636,1250,6,0.506,890,233,1,Full
1423,0,738,1172,1311,6,0.506,890,233,1,Full
1424,0,739,144,1315,6,0.506,890,233,1,Full
1425,0,740,1825,1385,6,0.506,890,233,1,Full
1426,0,741,1294,1427,6,0.506,890,233,1,Full
1427,0,742,1062,1444,6,0.506,890,233,1,Full
1428,0,743,95,1530,6,0.506,890,233,1,Full
1429,0,744,1341,1590,6,0.506,890,233,1,Full
1430,0,745,1679,1610,6,0.506,890,233,1,Full
1431,0,746,684,1618,6,0.506,890,233,1,Full
1432,0,747,1630,1654,6,0.506,890,233,1,Full
1433,0,748,1304,1655,6,0.506,890,233,1,Full
1434,0,749,1314,1671,6,0.506,890,233,1,Full
1435,0,750,553,1710,6,0.506,890,233,1,Full
1436,0,751,286,1767,6,0.506,890,233,1,Full
1437,0,752,1180,1768,6,0.506,890,233,1,Full
1438,0,753,1385,1809,6,0.506,890,233,1,Full
1439,0,754,1727,1825,6,0.506,890,233,1,Full
1440,0,755,1860,1829,6,0.506,890,233,1,Full
1441,0,756,822,1837,6,0.506,890,233,1,Full
1442,0,757,1943,1838,6,0.506,890,233,1,Full
1443,0,758,1662,1846,6,0.506,890,233,1,Full
1444,0,759,197,1903,6,0.506,890,233,1,Full
1445,0,760,961,1919,6,0.506,890,233,1,Full
1446,0,761,1768,1920,6,0.506,890,233,1,Full
1447,0,762,1085,1934,6,0.506,890,233,1,Full
1448,0,763,1016,1948,6,0.506,890,233,1,Full
1449,0,764,171,1956,6,0.506,890,233,1,Full
1450,0,765,118,1961,6,0.506,890,233,1,Full
1451,0,766,595,1985,6,0.506,890,233,1,Full
1452,0,767,1818,1989,6,0.506,890,233,1,Full
1453,0,768,29,8,7,0.502,890,233,1,Full
1454,0,769,2018,980,16,0.502,890,233,1,Full
1455,0,770,42,121,7,0.502,890,233,1,Full
1456,0,771,589,77,8,0.502,890,233,1,Full
1457,0,772,342,29,6,0.502,890,233,1,Full
1458,0,773,131,174,8,0.502,890,233,1,Full
1459,0,774,1503,56,6,0.502,890,233,1,Full
1460,0,775,1716,1908,13,0.502,890,233,1,Full
1461,0,776,981,58,6,0.502,890,233,1,Full
1462,0,777,257,65,6,0.502,890,233,1,Full
1463,0,778,1843,75,6,0.502,890,233,1,Full
1464,0,779,65,376,8,0.502,890,233,1,Full
1465,0,780,312,94,6,0.502,890,233,1,Full
1466,0,781,200,178,7,0.502,890,233,1,Full
1467,0,782,1703,528,8,0.502,890,233,1,Full
1468,0,783,1901,1612,10,0.502,890,233,1,Full
1469,0,784,1576,1781,10,0.502,890,233,1,Full
1470,0,785,1888,380,7,0.502,890,233,1,Full
1471,0,786,1972,1181,8,0.502,890,233,1,Full
1472,0,787,367,1455,15,0.502,890,233,1,Full
1473,0,788,1291,108,6,0.502,890,233,1,Full
1474,0,789,1107,119,6,0.502,890,233,1,Full
1475,0,790,1274,387,7,0.502,890,233,1,Full
1476,0,791,1356,402,7,0.502,890,233,1,Full
1477,0,792,1385,1393,8,0.502,890,233,1,Full
1478,0,793,1332,1426,8,0.502,890,233,1,Full
1479,0,794,1148,140,6,0.502,890,233,1,Full
1480,0,795,1154,426,7,0.502,890,233,1,Full
1481,0,796,1374,1307,11,0.502,890,233,1,Full
1482,0,797,1622,1595,8,0.502,890,233,1,Full
1483,0,798,1209,587,7,0.502,890,233,1,Full
1484,0,799,1445,151,6,0.502,890,233,1,Full
1485,0,800,1971,196,6,0.502,890,233,1,Full
1486,0,801,1458,1606,8,0.502,890,233,1,Full
1487,0,802,885,1913,8,0.502,890,233,1,Full
1488,0,803,48,1953,8,0.502,890,233,1,Full
1489,0,804,74,199,6,0.502,890,233,1,Full
1490,0,805,1022,788,7,0.502,890,233,1,Full
1491,0,806,1906,200,6,0.502,890,233,1,Full
1492,0,807,1295,1964,8,0.502,890,233,1,Full
1493,0,808,1524,828,7,0.502,890,233,1,Full
1494,0,809,1423,293,6,0.502,890,233,1,Full
1495,0,810,1989,1005,7,0.502,890,233,1,Full
1496,0,811,1444,392,6,0.502,890,233,1,Full
1497,0,812,1659,399,6,0.502,890,233,1,Full
1498,0,813,971,404,6,0.502,890,233,1,Full
1499,0,814,1187,414,6,0.502,890,233,1,Full
1500,0,815,865,461,6,0.502,890,233,1,Full
1501,0,816,14,478,6,0.502,890,233,1,Full
1502,0,817,209,509,6,0.502,890,233,1,Full
1503,0,818,679,1046,7,0.502,890,233,1,Full
1504,0,819,1797,1074,7,0.502,890,233,1,Full
1505,0,820,674,515,6,0.502,890,233,1,Full
1506,0,821,1520,569,6,0.502,890,233,1,Full
1507,0,822,1299,1151,7,0.502,890,233,1,Full
1508,0,823,713,1351,7,0.502,890,233,1,Full
1509,0,824,1139,778,6,0.502,890,233,1,Full
1510,0,825,1255,1380,7,0.502,890,233,1,Full
1511,0,826,1734,1459,7,0.502,890,233,1,Full
1512,0,827,1367,1511,7,0.502,890,233,1,Full
1513,0,828,1576,796,6,0.502,890,233,1,Full
1514,0,829,582,821,6,0.502,890,233,1,Full
1515,0,830,1699,1526,7,0.502,890,233,1,Full
1516,0,831,551,1550,7,0.502,890,233,1,Full
1517,0,832,337,1622,7,0.502,890,233,1,Full
1518,0,833,1740,1665,7,0.502,890,233,1,Full
1519,0,834,294,902,6,0.502,890,233,1,Full
1520,0,835,1086,1673,7,0.502,890,233,1,Full
1521,0,836,1592,970,6,0.502,890,233,1,Full
1522,0,837,1661,1712,7,0.502,890,233,1,Full
1523,0,838,1720,1735,7,0.502,890,233,1,Full
1524,0,839,1064,1005,6,0.502,890,233,1,Full
1525,0,840,1200,1782,7,0.502,890,233,1,Full
1526,0,841,1755,1028,6,0.502,890,233,1,Full
1527,0,842,659,1114,6,0.502,890,233,1,Full
1528,0,843,1150,1197,6,0.502,890,233,1,Full
1529,0,844,2034,1214,6,0.502,890,233,1,Full
1530,0,845,1520,1793,7,0.502,890,233,1,Full
1531,0,846,1637,1222,6,0.502,890,233,1,Full
1532,0,847,885,1240,6,0.502,890,233,1,Full
1533,0,848,1818,1263,6,0.502,890,233,1,Full
1534,0,849,182,1342,6,0.502,890,233,1,Full
1535,0,850,548,1829,7,0.502,890,233,1,Full
1536,0,851,721,1342,6,0.502,890,233,1,Full
1537,0,852,1204,1839,7,0.502,890,233,1,Full
1538,0,853,1896,1367,6,0.502,890,233,1,Full
1539,0,854,2027,1861,7,0.502,890,233,1,Full
1540,0,855,1430,1928,7,0.502,890,233,1,Full
1541,0,856,626,1374,6,0.502,890,233,1,Full
1542,0,857,1149,1952,7,0.502,890,233,1,Full
1543,0,858,787,2020,7,0.502,890,233,1,Full
1544,0,859,896,1379,6,0.502,890,233,1,Full
1545,0,860,1649,1389,6,0.502,890,233,1,Full
1546,0,861,1592,1424,6,0.502,890,233,1,Full
1547,0,862,1708,1429,6,0.502,890,233,1,Full
1548,0,863,173,1438,6,0.502,890,233,1,Full
1549,0,864,534,1458,6,0.502,890,233,1,Full
1550,0,865,1053,1500,6,0.502,890,233,1,Full
1551,0,866,484,1507,6,0.502,890,233,1,Full
1552,0,867,341,1508,6,0.502,890,233,1,Full
1553,0,868,1798,1519,6,0.502,890,233,1,Full
1554,0,869,942,1538,6,0.502,890,233,1,Full
1555,0,870,1640,1552,6,0.502,890,233,1,Full
1556,0,871,1677,1553,6,0.502,890,233,1,Full
1557,0,872,1732,1570,6,0.502,890,233,1,Full
1558,0,873,1170,1585,6,0.502,890,233,1,Full
1559,0,874,1947,1611,6,0.502,890,233,1,Full
1560,0,875,387,1624,6,0.502,890,233,1,Full
1561,0,876,1578,1662,6,0.502,890,233,1,Full
1562,0,877,1036,1683,6,0.502,890,233,1,Full
1563,0,878,1263,1708,6,0.502,890,233,1,Full
1564,0,879,647,1748,6,0.502,890,233,1,Full
1565,0,880,1939,1753,6,0.502,890,233,1,Full
1566,0,881,500,1759,6,0.502,890,233,1,Full
1567,0,882,410,1764,6,0.502,890,233,1,Full
1568,0,883,1280,1781,6,0.502,890,233,1,Full
1569,0,884,1116,1837,6,0.502,890,233,1,Full
1570,0,885,1233,1844,6,0.502,890,233,1,Full
1571,0,886,1298,1870,6,0.502,890,233,1,Full
1572,0,887,1058,1884,6,0.502,890,233,1,Full
1573,0,888,1037,1945,6,0.502,890,233,1,Full
1574,0,889,934,2036,6,0.502,890,233,1,Full
1575,0,890,1169,2040,6,0.502,890,233,1,Full
1576,Charleston_Hydroflattened_OCMDEM_03_30_1003,0,0,0,0,0.000,0,0,0,0
1577,0,1,639,966,7,0.760,674,233,1,Full
1578,0,2,146,1498,6,0.691,674,233,1,Full
